Date,Last Price,Open Interest,SMAVG (15)
7/12/2024,724.75,87,2150
7/11/2024,724.5,2559,2282
7/10/2024,725.75,2500,2249
7/9/2024,725.25,2494,2220
7/8/2024,734.25,2502,2190
7/5/2024,743.75,2498,2158
7/4/2024,744,2396,2127
7/3/2024,736.5,2396,2101
7/2/2024,741.75,2210,1949
7/1/2024,735.5,2166,1809
6/28/2024,728,2145,1672
6/27/2024,730.5,2079,1535
6/26/2024,725.5,2071,1402
6/25/2024,728.5,2071,1269
6/24/2024,727.25,2071,1137
6/21/2024,724.5,2070,1004
6/20/2024,725,2068,872
6/19/2024,725.75,2067,739
6/18/2024,719.75,2036,607
6/17/2024,715.5,2032,477
6/14/2024,713.5,2026,346
6/13/2024,717.5,2013,216
6/12/2024,712.5,106,86
6/11/2024,714,110,83
6/10/2024,710.75,110,80
6/7/2024,700.75,91,77
6/6/2024,699.5,83,76
6/5/2024,692.75,83,75
6/4/2024,697.75,83,74
6/3/2024,698.25,84,73
5/31/2024,712,84,72
5/30/2024,715,84,71
5/29/2024,719.5,84,71
5/28/2024,723.25,84,71
5/27/2024,718.5,67,71
5/24/2024,709.75,67,72
5/23/2024,710.5,67,73
5/22/2024,714.75,67,74
5/21/2024,721.25,67,75
5/20/2024,724,67,76
5/17/2024,721.25,67,77
5/16/2024,713.5,67,77
5/15/2024,714.75,67,78
5/14/2024,710.25,67,79
5/13/2024,714.75,67,80
5/10/2024,716.5,82,81
5/9/2024,719.5,82,80
5/8/2024,720.25,82,80
5/7/2024,720.5,82,79
5/6/2024,721.25,82,79
5/3/2024,720,82,78
5/2/2024,715,82,77
5/1/2024,715.75,80,92
4/30/2024,726.5,80,104
4/29/2024,729,80,115
4/26/2024,734.25,80,127
4/25/2024,724.5,80,138
4/24/2024,728.25,80,150
4/23/2024,727.25,80,161
4/22/2024,723.5,80,172
4/19/2024,726.25,73,183
4/18/2024,725,73,195
4/17/2024,740,73,206
4/16/2024,744.75,73,217
4/15/2024,743.25,73,228
4/12/2024,749.25,73,231
4/11/2024,743,300,233
4/10/2024,737,255,221
4/9/2024,740,255,211
4/8/2024,737.5,252,201
4/5/2024,744.5,252,192
4/4/2024,738.25,254,182
4/3/2024,742,254,173
4/2/2024,739.5,247,161
4/1/2024,732.75,242,149
3/28/2024,728.25,242,138
3/27/2024,725.25,242,127
3/26/2024,725.5,242,116
3/25/2024,727.75,242,105
3/22/2024,722.75,110,94
3/21/2024,725,110,92
3/20/2024,727.75,110,90
3/19/2024,734.75,110,88
3/18/2024,734.25,110,86
3/15/2024,728,110,83
3/14/2024,722.5,110,81
3/13/2024,716.75,108,79
3/12/2024,712,77,76
3/11/2024,710.75,77,76
3/8/2024,702.75,77,76
3/7/2024,710,77,76
3/6/2024,714.75,77,76
3/5/2024,706.5,77,76
3/4/2024,706.25,77,76
3/1/2024,713,77,101
2/29/2024,705.75,77,127
2/28/2024,701,77,152
2/27/2024,709,75,178
2/26/2024,707,75,203
2/23/2024,703,75,228
2/22/2024,707.5,75,252
2/21/2024,704.75,75,277
2/20/2024,705.25,75,302
2/19/2024,713.75,75,326
2/16/2024,711,75,351
2/15/2024,714.5,75,375
2/14/2024,711.5,75,399
2/13/2024,715.75,75,424
2/12/2024,712.25,461,448
2/9/2024,713.75,461,446
2/8/2024,706.5,462,444
2/7/2024,700,463,442
2/6/2024,695.5,451,440
2/5/2024,689.25,444,438
2/2/2024,686,444,437
2/1/2024,708,444,436
1/31/2024,707.5,444,819
1/30/2024,713.75,444,1186
1/29/2024,712.5,440,1555
1/26/2024,707.75,440,1920
1/25/2024,705.25,443,2291
1/24/2024,700.75,442,2654
1/23/2024,697.5,432,3012
1/22/2024,694,432,3372
1/19/2024,687.75,432,3727
1/18/2024,685.75,432,4077
1/17/2024,680,431,4431
1/16/2024,685.5,431,4782
1/15/2024,684.75,428,5127
1/12/2024,690.5,428,5468
1/11/2024,691.75,6192,5803
1/10/2024,682.75,5947,5751
1/9/2024,684.75,5979,5716
1/8/2024,672.25,5911,5679
1/5/2024,685.25,5998,5645
1/4/2024,676.5,5899,5602
1/3/2024,690,5811,5280
1/2/2024,676.25,5829,4962
12/29/2023,680.75,5759,4642
12/28/2023,690.5,5679,4328
12/27/2023,698.5,5750,4018
12/26/2023,702.75,5684,3701
12/22/2023,703.5,5615,3388
12/21/2023,703.75,5532,3080
12/20/2023,712.25,5465,2765
12/19/2023,712.5,5400,2455
12/18/2023,711,5422,2147
12/15/2023,701.25,5437,1835
12/14/2023,700,5401,1522
12/13/2023,685.25,5354,1211
12/12/2023,682.25,1058,903
12/11/2023,694,1041,882
12/8/2023,695.75,1040,861
12/7/2023,690.5,1040,841
12/6/2023,691.75,1032,821
12/5/2023,708.25,994,800
12/4/2023,712.5,994,782
12/1/2023,723.75,989,764
11/30/2023,714.5,807,762
11/29/2023,728.75,809,771
11/28/2023,730.5,794,780
11/27/2023,723,737,788
11/24/2023,734.25,737,799
11/23/2023,727.75,737,810
11/22/2023,720.25,737,821
11/21/2023,729.75,737,831
11/20/2023,734,738,840
11/17/2023,719.75,738,848
11/16/2023,708.5,735,856
11/15/2023,724,724,864
11/14/2023,731.75,724,872
11/13/2023,724.75,724,881
11/10/2023,721.75,948,885
11/9/2023,719.25,948,875
11/8/2023,726.25,948,864
11/7/2023,733.5,907,853
11/6/2023,753,904,845
11/3/2023,749.25,904,837
11/2/2023,756.75,902,829
11/1/2023,754.25,877,786
10/31/2023,753,876,744
10/30/2023,748.25,856,703
10/27/2023,755.5,856,661
10/26/2023,758,856,618
10/25/2023,755.75,856,575
10/24/2023,752.25,856,532
10/23/2023,768,786,490
10/20/2023,775.75,786,451
10/19/2023,770.75,786,412
10/18/2023,774.25,786,373
10/17/2023,762.5,786,333
10/16/2023,770.75,786,294
10/13/2023,764.75,786,255
10/12/2023,749.5,253,215
10/11/2023,741,253,212
10/10/2023,747.75,253,208
10/9/2023,737.5,230,204
10/6/2023,725.25,213,201
10/5/2023,721.25,213,200
10/4/2023,739.75,213,198
10/3/2023,753.75,213,197
10/2/2023,753,213,193
9/29/2023,763.5,196,189
9/28/2023,761.25,196,186
9/27/2023,765,196,182
9/26/2023,757,196,178
9/25/2023,757.75,196,174
9/22/2023,762.75,196,170
9/21/2023,766.75,196,166
9/20/2023,761.75,195,162
9/19/2023,765.5,195,159
9/18/2023,759,195,155
9/15/2023,757.5,190,151
9/14/2023,761.75,190,147
9/13/2023,752.25,190,143
9/12/2023,753.5,156,140
9/11/2023,750.25,156,139
9/8/2023,749.75,145,137
9/7/2023,739,145,137
9/6/2023,734.75,136,136
9/5/2023,744.5,136,133
9/4/2023,732,136,129
9/1/2023,731,136,124
8/31/2023,719.75,136,119
8/30/2023,719,136,140
8/29/2023,720.75,136,160
8/28/2023,726.75,136,181
8/25/2023,725,136,201
8/24/2023,723.5,136,220
8/23/2023,727.25,136,240
8/22/2023,733.25,136,259
8/21/2023,732.5,136,263
8/18/2023,730.5,136,267
8/17/2023,732,136,270
8/16/2023,733,96,273
8/15/2023,730.25,70,278
8/14/2023,734.5,60,285
8/11/2023,739.25,60,293
8/10/2023,743.25,452,301
8/9/2023,746.75,445,283
8/8/2023,735.25,445,265
8/7/2023,738.5,430,247
8/4/2023,738.75,430,230
8/3/2023,732.5,430,213
8/2/2023,720,430,196
8/1/2023,727.75,196,306
7/31/2023,725,187,433
7/28/2023,720.25,183,560
7/27/2023,717,178,686
7/26/2023,714.5,178,807
7/25/2023,706,178,921
7/24/2023,706,178,1035
7/21/2023,693.5,177,1149
7/20/2023,687.25,177,1263
7/19/2023,690,175,1374
7/18/2023,685.25,175,1481
7/17/2023,679.25,175,1589
7/14/2023,682.5,175,1697
7/13/2023,685,175,1803
7/12/2023,683.5,2080,1911
7/11/2023,681.75,2111,1891
7/10/2023,674.75,2086,1869
7/7/2023,669.25,2077,1850
7/6/2023,654,1981,1831
7/5/2023,663,1890,1819
7/4/2023,658.5,1891,1807
7/3/2023,654.75,1891,1795
6/30/2023,657.25,1891,1672
6/29/2023,646,1837,1548
6/28/2023,652.25,1785,1427
6/27/2023,654.25,1790,1311
6/26/2023,650.5,1790,1194
6/23/2023,645.75,1776,1076
6/22/2023,648.25,1785,960
6/21/2023,663.5,1779,843
6/20/2023,650.75,1792,726
6/19/2023,656.75,1792,609
6/16/2023,659.75,1791,491
6/15/2023,652,1801,374
6/14/2023,642.5,1719,255
6/13/2023,648,1713,143
6/12/2023,638.25,33,31
6/9/2023,656.25,33,30
6/8/2023,654.5,33,30
6/7/2023,659,33,30
6/6/2023,654.75,35,29
6/5/2023,660.75,30,29
6/2/2023,655.5,29,29
6/1/2023,647.25,29,29
5/31/2023,641,29,30
5/30/2023,645.25,29,30
5/29/2023,659.5,29,31
5/26/2023,660,29,32
5/25/2023,650.75,29,32
5/24/2023,664.25,29,33
5/23/2023,658.75,29,34
5/22/2023,654.5,29,34
5/19/2023,657,29,35
5/18/2023,659.75,29,36
5/17/2023,661,29,36
5/16/2023,652.25,31,37
5/15/2023,653.25,27,37
5/12/2023,649,27,38
5/11/2023,658,39,39
5/10/2023,666.5,39,39
5/9/2023,655.75,39,39
5/8/2023,664,39,39
5/5/2023,650.75,39,39
5/4/2023,638.5,39,39
5/3/2023,635,39,39
5/2/2023,648.75,39,43
5/1/2023,668,39,46
4/28/2023,669.25,39,48
4/27/2023,664,39,51
4/26/2023,675.25,39,53
4/25/2023,677.5,39,55
4/24/2023,692,39,57
4/21/2023,683.25,38,59
4/20/2023,678.75,38,61
4/19/2023,691.5,38,63
4/18/2023,699.5,38,65
4/17/2023,696.75,38,67
4/14/2023,703.75,38,68
4/13/2023,707.25,38,70
4/12/2023,710.5,106,71
4/11/2023,703.75,77,68
4/10/2023,703,77,67
4/6/2023,703.75,77,66
4/5/2023,708,77,64
4/4/2023,697,72,63
4/3/2023,707,70,62
3/31/2023,687.5,69,61
3/30/2023,688.25,65,62
3/29/2023,690.75,65,64
3/28/2023,695,65,65
3/27/2023,684.25,65,67
3/24/2023,675.25,65,68
3/23/2023,687.25,65,70
3/22/2023,685.25,57,71
3/21/2023,679.5,57,73
3/20/2023,674,57,75
3/17/2023,676.75,57,76
3/16/2023,668.75,57,78
3/15/2023,659.75,57,80
3/14/2023,696.5,57,82
3/13/2023,703,57,84
3/10/2023,714.75,87,86
3/9/2023,713,87,86
3/8/2023,712,87,85
3/7/2023,722.25,87,85
3/6/2023,733,87,84
3/3/2023,733,87,83
3/2/2023,727.25,85,107
3/1/2023,720.25,85,122
2/28/2023,720.75,85,137
2/27/2023,717,85,152
2/24/2023,712.75,85,166
2/23/2023,703,85,179
2/22/2023,702,85,193
2/21/2023,709.25,85,207
2/20/2023,714,85,220
2/17/2023,709,85,234
2/16/2023,719,84,247
2/15/2023,717.75,76,261
2/14/2023,722.5,76,275
2/13/2023,723,76,290
2/10/2023,724.5,445,304
2/9/2023,721.25,311,293
2/8/2023,727.75,310,290
2/7/2023,724.5,310,287
2/6/2023,702,290,283
2/3/2023,716.75,289,280
2/2/2023,723.5,289,278
2/1/2023,736,289,627
1/31/2023,743.25,289,978
1/30/2023,737.75,289,1331
1/27/2023,741,289,1681
1/26/2023,747.5,289,2026
1/25/2023,747.5,289,2368
1/24/2023,759.5,289,2701
1/23/2023,769.75,289,3034
1/20/2023,759.5,279,3364
1/19/2023,744.75,274,3694
1/18/2023,758.75,267,4024
1/17/2023,758.5,248,4354
1/16/2023,752.75,248,4687
1/13/2023,754.5,248,5020
1/12/2023,748.75,5531,5353
1/11/2023,736.25,5558,5331
1/10/2023,724.75,5577,5310
1/9/2023,725.5,5543,5288
1/6/2023,719.75,5459,5268
1/5/2023,715.75,5427,5251
1/4/2023,711.75,5284,5238
1/3/2023,737,5284,5227
1/2/2023,742.5,5232,4903
12/30/2022,742.5,5232,4582
12/29/2022,738.25,5226,4261
12/28/2022,748,5214,3941
12/27/2022,771.5,5246,3622
12/23/2022,737.5,5243,3299
12/22/2022,737.75,5241,2975
12/21/2022,746.5,5198,2652
12/20/2022,728.25,5248,2332
12/19/2022,727.25,5246,2008
12/16/2022,724.75,5244,1684
12/15/2022,740,5205,1360
12/14/2022,756.75,5222,1039
12/13/2022,742.75,5121,716
12/12/2022,739.5,422,401
12/9/2022,725,422,398
12/8/2022,726,422,396
12/7/2022,732,428,393
12/6/2022,739.25,428,381
12/5/2022,763.5,392,368
12/2/2022,772.5,392,357
12/1/2022,781.25,392,346
11/30/2022,769.25,392,326
11/29/2022,751.5,392,306
11/28/2022,750.5,392,286
11/25/2022,753.25,384,266
11/24/2022,758.75,384,246
11/23/2022,756,384,226
11/22/2022,767.5,384,206
11/21/2022,741.25,384,186
11/18/2022,750.25,384,166
11/17/2022,755.5,384,146
11/16/2022,773,250,126
11/15/2022,779,229,115
11/14/2022,766.5,229,105
11/11/2022,770.25,229,96
11/10/2022,765.5,90,86
11/9/2022,767,90,86
11/8/2022,792.25,90,85
11/7/2022,801.75,90,83
11/4/2022,793.5,85,80
11/3/2022,783.5,85,78
11/2/2022,781,85,76
11/1/2022,770.25,85,84
10/31/2022,770.25,85,93
10/28/2022,771,85,102
10/27/2022,782.75,85,110
10/26/2022,783.5,85,118
10/25/2022,767.25,84,127
10/24/2022,763.75,84,135
10/21/2022,760,84,143
10/20/2022,770,84,152
10/19/2022,766,83,160
10/18/2022,768.25,51,168
10/17/2022,784,51,176
10/14/2022,779,51,179
10/13/2022,792.5,51,183
10/12/2022,788,216,187
10/11/2022,792.5,216,180
10/10/2022,807.75,215,172
10/7/2022,810.5,211,165
10/6/2022,790,209,158
10/5/2022,782,209,151
10/4/2022,770.75,209,144
10/3/2022,762.5,209,137
9/30/2022,751,208,136
9/29/2022,758,208,135
9/28/2022,759.75,208,133
9/27/2022,744.25,164,132
9/26/2022,740.75,107,133
9/23/2022,752,107,138
9/22/2022,772,107,144
9/21/2022,762.25,107,149
9/20/2022,769.75,107,154
9/19/2022,771.75,107,160
9/16/2022,770.5,105,165
9/15/2022,769.75,106,170
9/14/2022,790,106,176
9/13/2022,784,105,181
9/12/2022,806.75,188,186
9/9/2022,795,188,185
9/8/2022,778,186,183
9/7/2022,781.75,186,181
9/6/2022,793,186,180
9/5/2022,808.75,186,178
9/2/2022,796,186,176
9/1/2022,791.5,186,175
8/31/2022,813.75,186,168
8/30/2022,807.75,186,161
8/29/2022,850,186,154
8/26/2022,837.5,186,147
8/25/2022,847.25,186,140
8/24/2022,847.25,186,133
8/23/2022,851,175,126
8/22/2022,830.25,174,120
8/19/2022,830.75,162,113
8/18/2022,829.25,162,108
8/17/2022,816,162,102
8/16/2022,812,162,97
8/15/2022,812.5,162,91
8/12/2022,829.25,162,86
8/11/2022,830,81,80
8/10/2022,819,81,80
8/9/2022,823.25,81,80
8/8/2022,814.5,81,80
8/5/2022,815.5,81,80
8/4/2022,812.25,81,79
8/3/2022,828.75,81,79
8/2/2022,834.75,81,79
8/1/2022,818.25,79,177
7/29/2022,855.25,79,273
7/28/2022,846.25,79,370
7/27/2022,845.75,79,468
7/26/2022,834,79,566
7/25/2022,828.75,79,664
7/22/2022,831.75,79,761
7/21/2022,825.25,79,858
7/20/2022,832.75,79,957
7/19/2022,826.75,79,1054
7/18/2022,836.75,79,1152
7/15/2022,823.25,79,1249
7/14/2022,807.25,79,1346
7/13/2022,818.75,79,1443
7/12/2022,817.75,1551,1540
7/11/2022,841.5,1524,1534
7/8/2022,830.75,1524,1529
7/7/2022,817.75,1546,1525
7/6/2022,786,1552,1518
7/5/2022,808.25,1551,1510
7/4/2022,865.25,1533,1503
7/1/2022,848.25,1533,1496
6/30/2022,840,1566,1404
6/29/2022,865.75,1540,1309
6/28/2022,853.25,1538,1215
6/27/2022,853.25,1538,1121
6/24/2022,860.5,1533,1026
6/23/2022,851,1533,932
6/22/2022,852.75,1533,838
6/21/2022,861.5,1470,744
6/20/2022,855.25,1451,654
6/17/2022,841.5,1451,565
6/16/2022,852,1441,477
6/15/2022,858.5,1439,389
6/14/2022,862.75,1439,301
6/13/2022,851.5,1442,213
6/10/2022,865.75,141,125
6/9/2022,875.25,141,124
6/8/2022,868,141,122
6/7/2022,855.5,121,121
6/6/2022,846.5,121,121
6/3/2022,852.25,121,121
6/2/2022,836,121,121
6/1/2022,825.75,121,124
5/31/2022,830,121,127
5/30/2022,817.5,121,129
5/27/2022,815.5,121,132
5/26/2022,814.5,121,135
5/25/2022,801.75,121,138
5/24/2022,803,121,141
5/23/2022,790.5,121,143
5/20/2022,786.25,121,146
5/19/2022,780.25,121,149
5/18/2022,787.75,121,152
5/17/2022,804,121,155
5/16/2022,800.75,121,157
5/13/2022,800,121,160
5/12/2022,801.75,163,163
5/11/2022,804,163,163
5/10/2022,778.75,163,163
5/9/2022,782.75,163,163
5/6/2022,811.25,163,163
5/5/2022,802.75,163,163
5/4/2022,796.25,163,163
5/3/2022,777.75,163,170
5/2/2022,786,163,177
4/29/2022,788.5,163,185
4/28/2022,789.25,163,192
4/27/2022,782,163,199
4/26/2022,784.5,163,206
4/25/2022,764.75,163,213
4/22/2022,794.5,163,221
4/21/2022,801.25,163,228
4/20/2022,791.75,163,235
4/19/2022,779.25,163,242
4/18/2022,808.75,163,249
4/14/2022,795.25,163,257
4/13/2022,796.5,163,264
4/12/2022,796.5,271,271
4/11/2022,779.75,271,271
4/8/2022,780,271,271
4/7/2022,774.75,271,267
4/6/2022,788.25,271,262
4/5/2022,792,271,256
4/4/2022,799.25,271,251
4/1/2022,776.75,271,246
3/31/2022,770.75,271,241
3/30/2022,763.75,271,242
3/29/2022,747,271,243
3/28/2022,753.25,271,244
3/25/2022,769.5,271,245
3/24/2022,763.25,271,246
3/23/2022,774.5,271,247
3/22/2022,757,271,248
3/21/2022,764.25,271,249
3/18/2022,743.25,205,250
3/17/2022,734.25,195,253
3/16/2022,717,195,258
3/15/2022,726.25,195,262
3/14/2022,722,195,266
3/11/2022,743.25,195,270
3/10/2022,730.75,286,274
3/9/2022,765.75,286,273
3/8/2022,798.5,286,271
3/7/2022,789.75,286,269
3/4/2022,764.5,286,267
3/3/2022,744,286,264
3/2/2022,719.5,286,294
3/1/2022,707.75,283,324
2/28/2022,701.75,283,354
2/25/2022,690.5,258,384
2/24/2022,720.5,258,414
2/23/2022,708,258,444
2/22/2022,703.25,258,474
2/21/2022,696,258,504
2/18/2022,687.75,258,533
2/17/2022,681,258,563
2/16/2022,692,258,593
2/15/2022,681,257,621
2/14/2022,698,257,649
2/11/2022,693.25,249,677
2/10/2022,694.5,737,706
2/9/2022,693.25,737,702
2/8/2022,679,730,698
2/7/2022,689.75,726,695
2/4/2022,685.75,707,692
2/3/2022,673.75,707,690
2/2/2022,668.25,707,690
2/1/2022,668.25,707,1392
1/31/2022,666,705,2085
1/28/2022,669,705,2771
1/27/2022,668.75,705,3459
1/26/2022,671.25,679,4144
1/25/2022,662.25,679,4835
1/24/2022,652.25,679,5519
1/21/2022,664.75,679,6193
1/20/2022,666,679,6864
1/19/2022,661.75,679,7538
1/18/2022,656.25,679,8215
1/17/2022,650,679,8896
1/14/2022,645.75,679,9577
1/13/2022,642.5,704,10253
1/12/2022,645.75,11241,10926
1/11/2022,642.75,11099,10904
1/10/2022,634,11005,10886
1/7/2022,637,11014,10873
1/6/2022,638.25,10985,10874
1/5/2022,637,11048,10869
1/4/2022,630,10933,10851
1/3/2022,628,10794,10839
12/31/2021,618.75,10738,10828
12/30/2021,626.5,10792,10149
12/29/2021,620,10838,9467
12/28/2021,624.75,10884,8781
12/27/2021,625.75,10900,8092
12/24/2021,603.25,10817,7401
12/23/2021,610.25,10803,6714
12/22/2021,603,10910,6027
12/21/2021,599.25,10834,5333
12/20/2021,576.25,10804,4642
12/17/2021,601.25,11033,3954
12/16/2021,609.5,10909,3248
12/15/2021,599,10783,2550
12/14/2021,605.5,10739,1861
12/13/2021,610,10641,1175
12/10/2021,609.5,554,495
12/9/2021,611.5,554,492
12/8/2021,614,552,489
12/7/2021,609,550,485
12/6/2021,588,525,483
12/3/2021,584,525,481
12/2/2021,571.75,497,480
12/1/2021,579,497,469
11/30/2021,572,472,460
11/29/2021,593.75,472,452
11/26/2021,583,447,445
11/25/2021,632,445,439
11/24/2021,633,445,432
11/23/2021,626.5,445,423
11/22/2021,618,445,413
11/19/2021,611.75,505,402
11/18/2021,624.5,506,388
11/17/2021,625.75,506,374
11/16/2021,630.75,506,360
11/15/2021,622.75,506,345
11/12/2021,626.5,506,329
11/11/2021,630.5,337,314
11/10/2021,640.25,357,310
11/9/2021,642.5,357,304
11/8/2021,641.25,357,298
11/5/2021,637.5,355,292
11/4/2021,628.5,347,286
11/3/2021,618.25,306,280
11/2/2021,627.25,293,278
11/1/2021,626.75,293,309
10/29/2021,627.75,293,340
10/28/2021,626,293,372
10/27/2021,631.75,288,403
10/26/2021,640.25,288,435
10/25/2021,640.25,272,466
10/22/2021,633,272,498
10/21/2021,628.75,272,530
10/20/2021,639.5,272,562
10/19/2021,638,270,593
10/18/2021,635.75,265,626
10/15/2021,639.75,265,658
10/14/2021,632.75,265,691
10/13/2021,634,265,723
10/12/2021,633,763,748
10/11/2021,635.5,763,739
10/8/2021,630.25,763,730
10/7/2021,621.75,763,722
10/6/2021,619.25,763,713
10/5/2021,632,753,705
10/4/2021,624.5,751,697
10/1/2021,606.75,751,689
9/30/2021,606.75,751,647
9/29/2021,606.25,751,605
9/28/2021,604,751,563
9/27/2021,602.75,754,521
9/24/2021,592,754,479
9/23/2021,588.75,754,436
9/22/2021,581.25,630,394
9/21/2021,572.75,630,360
9/20/2021,577,636,326
9/17/2021,582,636,292
9/16/2021,583.5,636,258
9/15/2021,586.25,636,224
9/14/2021,577.5,631,189
9/13/2021,575.25,631,155
9/10/2021,572.5,121,121
9/9/2021,570.75,121,121
9/8/2021,569.75,121,120
9/7/2021,568,121,120
9/6/2021,570.75,121,120
9/3/2021,572.5,121,119
9/2/2021,575.5,121,119
9/1/2021,559,121,127
8/31/2021,566.25,121,135
8/30/2021,565.75,121,143
8/27/2021,563.25,123,151
8/26/2021,558.25,123,159
8/25/2021,559.5,123,167
8/24/2021,556.75,119,174
8/23/2021,545.25,116,182
8/20/2021,529.25,116,191
8/19/2021,527,116,199
8/18/2021,548.5,116,207
8/17/2021,552.25,116,215
8/16/2021,550.25,116,224
8/13/2021,557.5,116,232
8/12/2021,558,241,240
8/11/2021,555,241,240
8/10/2021,555.75,241,241
8/9/2021,542.5,241,242
8/6/2021,556.5,240,243
8/5/2021,558.25,240,245
8/4/2021,556.25,240,244
8/3/2021,560.75,240,244
8/2/2021,561.25,240,244
7/30/2021,576.25,240,653
7/29/2021,574.25,240,1063
7/28/2021,567.75,240,1474
7/27/2021,564.25,240,1889
7/26/2021,564.5,240,2304
7/23/2021,563.25,240,2722
7/22/2021,561.5,240,3142
7/21/2021,558,257,3562
7/20/2021,540.5,257,3979
7/19/2021,541.75,257,4396
7/16/2021,569.25,257,4813
7/15/2021,569,239,5230
7/14/2021,575.75,239,5650
7/13/2021,577,236,6071
7/12/2021,571.5,6377,6491
7/9/2021,572.25,6380,6499
7/8/2021,561,6405,6505
7/7/2021,554.75,6467,6505
7/6/2021,566,6466,6501
7/5/2021,580.75,6516,6498
7/2/2021,578.5,6538,6492
7/1/2021,574.5,6537,6486
6/30/2021,570.25,6508,6067
6/29/2021,572.5,6518,5651
