Date,Last Price,Open Interest,SMAVG (15)
8/8/2024,721.75,36164,102065
8/7/2024,724.5,53211,109719
8/6/2024,702.5,62067,116624
8/5/2024,704.5,80804,123755
8/2/2024,712.75,88734,130264
8/1/2024,740.75,94243,136486
7/31/2024,740.25,100952,130268
7/30/2024,721,106038,123694
7/29/2024,733.5,117592,118041
7/26/2024,736.5,122848,113078
7/25/2024,751.5,126098,108595
7/24/2024,752.5,125720,104814
7/23/2024,737,135153,101743
7/22/2024,744.25,139901,99060
7/19/2024,754.75,141450,98006
7/18/2024,762.5,150981,97365
7/17/2024,762.5,156784,97013
7/16/2024,760.5,169023,97219
7/15/2024,773.75,178448,97052
7/12/2024,779.25,182064,96206
7/11/2024,779.5,975,95454
7/10/2024,779.5,2339,107212
7/9/2024,775.75,21242,119777
7/8/2024,789.5,43146,130733
7/5/2024,807.5,55595,139675
7/4/2024,802.5,69394,147765
7/3/2024,796,79654,155025
7/2/2024,811.5,94900,149782
7/1/2024,797.75,124098,143548
6/28/2024,785.5,131831,137046
6/27/2024,794,145697,131023
6/26/2024,781.5,159874,124913
6/25/2024,785.5,166529,118795
6/24/2024,781.25,165747,113331
6/21/2024,783.25,170794,108455
6/20/2024,782.75,177334,104125
6/19/2024,791.5,190826,99685
6/18/2024,780,185583,94722
6/17/2024,767.25,177266,90742
6/14/2024,762.25,176943,87713
6/13/2024,763.5,178292,84561
6/12/2024,746,1016,81567
6/11/2024,746,1383,90433
6/10/2024,737.25,26569,99593
6/7/2024,722.25,41493,107522
6/6/2024,718,54043,114803
6/5/2024,701,68102,121400
6/4/2024,703.5,84569,127300
6/3/2024,708.5,92617,132307
5/31/2024,731.75,105843,137501
5/30/2024,742.75,110735,130528
5/29/2024,751.5,116374,123314
5/28/2024,759.5,125890,117096
5/27/2024,749,131832,111409
5/24/2024,739,129655,106136
5/23/2024,746,133386,101503
5/22/2024,746.5,134005,97230
5/21/2024,759.5,138788,93543
5/20/2024,765.5,145499,89772
5/17/2024,762.5,150710,86123
5/16/2024,749.25,152995,82571
5/15/2024,745.25,156609,79290
5/14/2024,741.5,159666,75890
5/13/2024,752.75,170535,72557
5/10/2024,760.5,1248,68621
5/9/2024,760.5,2525,75986
5/8/2024,756.5,23092,83767
5/7/2024,750.25,40593,90374
5/6/2024,750.5,52731,96211
5/3/2024,746.25,60158,101644
5/2/2024,743.75,69292,107303
5/1/2024,753,78701,102864
4/30/2024,774,82225,97856
4/29/2024,781.25,90769,93887
4/26/2024,787.75,97420,90591
4/25/2024,773.5,103791,88021
4/24/2024,781.25,105605,85760
4/23/2024,784.25,109663,84206
4/22/2024,778.75,111500,82807
4/19/2024,781,111720,81838
4/18/2024,778.25,119245,81178
4/17/2024,806.75,122192,80389
4/16/2024,817.75,128155,79663
4/15/2024,814.25,134226,78674
4/12/2024,839.5,145039,77369
4/11/2024,831.25,2710,75412
4/10/2024,831.25,3576,83585
4/9/2024,840.75,22696,92850
4/8/2024,851,41320,101352
4/5/2024,870.5,58873,109048
4/4/2024,851.5,69877,115977
4/3/2024,862.5,82295,122485
4/2/2024,845.5,88674,117115
4/1/2024,822.5,96976,111412
3/28/2024,817,101823,106829
3/27/2024,813.5,107397,102890
3/26/2024,817.5,111310,99614
3/25/2024,830.25,113323,97006
3/22/2024,823.75,114641,95197
3/21/2024,821,115694,94297
3/20/2024,827.75,125293,93754
3/19/2024,851.75,142556,93377
3/18/2024,856.5,150225,92599
3/15/2024,838.5,156764,91808
3/14/2024,830.75,162814,90903
3/13/2024,821.25,167496,89988
3/12/2024,829.5,1744,89070
3/11/2024,829.5,3120,99360
3/8/2024,827,28235,109723
3/7/2024,845,42743,118601
3/6/2024,837.75,58245,126951
3/5/2024,822.25,72192,134117
3/4/2024,828.5,86189,140765
3/1/2024,852,101138,135060
2/29/2024,826.75,107563,128409
2/28/2024,819.25,119632,122572
2/27/2024,846.25,130888,116816
2/26/2024,840.75,138359,111022
2/23/2024,833.25,143184,105295
2/22/2024,836.5,149097,100317
2/21/2024,836.5,153714,95305
2/20/2024,837.75,156099,90237
2/19/2024,854.25,158573,85149
2/16/2024,847.75,161397,80672
2/15/2024,863.25,167995,76287
2/14/2024,857,165729,72227
2/13/2024,874.75,171918,68316
2/12/2024,918.25,617,64412
2/9/2024,918.25,1373,72888
2/8/2024,886.75,19998,81748
2/7/2024,861.5,33302,89952
2/6/2024,841.25,43981,97927
2/5/2024,818,52445,105673
2/2/2024,813.5,68512,113406
2/1/2024,854.5,73924,120260
1/31/2024,855,77687,115416
1/30/2024,847.5,79786,110437
1/29/2024,854.75,91413,106370
1/26/2024,835.5,95632,102028
1/25/2024,830.5,107095,98413
1/24/2024,810.25,107061,94646
1/23/2024,813.5,113353,91849
1/22/2024,799.25,127762,89479
1/19/2024,796.25,134275,86388
1/18/2024,790,143054,83138
1/17/2024,778,152931,79712
1/16/2024,794.25,160159,75884
1/15/2024,779.25,168452,71550
1/12/2024,785.25,171318,66709
1/11/2024,775.5,1255,61813
1/10/2024,775.5,3008,68421
1/9/2024,772.75,18778,75102
1/8/2024,750.75,26285,81295
1/5/2024,765.75,41408,87756
1/4/2024,754.5,50594,93680
1/3/2024,773.25,65101,90346
1/2/2024,751.25,77800,86117
12/29/2023,750.75,81397,82014
12/28/2023,770.5,85530,78494
12/27/2023,778.5,91668,75285
12/26/2023,789.5,95502,72364
12/22/2023,790.5,95157,69866
12/21/2023,790.75,95841,68008
12/20/2023,798,97874,66503
12/19/2023,793,100377,65407
12/18/2023,785.25,103215,64603
12/15/2023,763.75,111678,63786
12/14/2023,752,123193,62688
12/13/2023,732.25,130269,61246
12/12/2023,778.25,595,59584
12/11/2023,778.25,1666,66879
12/8/2023,774,16241,74075
12/7/2023,768.5,28606,80477
12/6/2023,768.75,37397,86424
12/5/2023,792.25,47843,92104
12/4/2023,793,58038,97672
12/1/2023,806.5,67290,102896
11/30/2023,801.5,73266,98550
11/29/2023,820.5,81425,93872
11/28/2023,833.25,88324,89529
11/27/2023,817.25,90959,85845
11/24/2023,833.75,95201,82917
11/23/2023,826,101564,80193
11/22/2023,821.5,105349,77728
11/21/2023,827.25,110014,75722
11/20/2023,823,109607,73667
11/17/2023,805.25,112270,72063
11/16/2023,792,117809,70538
11/15/2023,818,122606,68773
11/14/2023,824.5,131355,66777
11/13/2023,813.25,136405,64682
11/10/2023,812.75,2089,62727
11/9/2023,812.75,3099,69967
11/8/2023,839,16283,77344
11/7/2023,857,33063,84265
11/6/2023,886.75,47035,90600
11/3/2023,886.5,54344,96092
11/2/2023,910,64585,101049
11/1/2023,893,75267,96874
10/31/2023,882.5,79183,92030
10/30/2023,865.75,85554,87743
10/27/2023,878.75,89398,83799
10/26/2023,888.5,91330,80605
10/25/2023,879.5,92658,78140
10/24/2023,881.25,99941,76608
10/23/2023,920.75,107082,75196
10/20/2023,933.25,110677,73921
10/19/2023,910,113753,72746
10/18/2023,912.75,120107,71774
10/17/2023,901.5,128084,70692
10/16/2023,926.25,129417,69399
10/13/2023,927.5,128694,68858
10/12/2023,889.25,1964,68962
10/11/2023,889.25,2613,77744
10/10/2023,901,14876,86966
10/9/2023,891.25,26395,95327
10/6/2023,868.25,41477,103070
10/5/2023,868.5,54359,110154
10/4/2023,919.25,69682,117157
10/3/2023,951,78760,123738
10/2/2023,969.75,87956,118555
9/29/2023,1001.5,93046,112861
9/28/2023,995.75,99173,108015
9/27/2023,971.25,103878,104033
9/26/2023,954.5,108695,100598
9/25/2023,965,121299,97664
9/22/2023,982.5,130261,94752
9/21/2023,1007,133684,91480
9/20/2023,963.5,140942,88446
9/19/2023,976.5,140292,85620
9/18/2023,968,142548,83608
9/15/2023,987.75,147737,81593
9/14/2023,1010.5,159399,79718
9/13/2023,989.75,168407,77305
9/12/2023,1011.75,1011,74335
9/11/2023,1011.75,2540,82826
9/8/2023,988.75,20356,91484
9/7/2023,944.5,39439,99487
9/6/2023,930.75,52361,106431
9/5/2023,951.75,64679,112519
9/4/2023,922.75,77621,117907
9/1/2023,916.5,81178,122932
8/31/2023,895.5,88181,128078
8/30/2023,895,98552,122260
8/29/2023,930.5,110115,115800
8/28/2023,947.25,112312,109662
8/25/2023,942.75,119614,104389
8/24/2023,916.75,123208,99442
8/23/2023,913,123859,94899
8/22/2023,914.25,128370,91226
8/21/2023,915,132417,87972
8/18/2023,916.5,140398,84830
8/17/2023,901,143604,81447
8/16/2023,882.25,143674,78298
8/15/2023,883,145500,75580
8/14/2023,899.75,153000,72921
8/11/2023,917,158368,69988
8/10/2023,941.75,909,67217
8/9/2023,941.75,1653,75509
8/8/2023,888.75,18043,84348
8/7/2023,889,33214,92197
8/4/2023,903.5,45408,99098
8/3/2023,899.5,55067,105597
8/2/2023,884.5,68769,111506
8/1/2023,911.5,79555,106996
7/31/2023,877.25,85289,101842
7/28/2023,874,89658,97267
7/27/2023,854.25,96356,93287
7/26/2023,832.25,102910,89431
7/25/2023,806.25,105612,85689
7/24/2023,823.75,109013,82166
7/21/2023,795,116803,78808
7/20/2023,768.75,125289,75496
7/19/2023,776.25,134239,71815
7/18/2023,756,135767,67865
7/17/2023,748.25,136734,64565
7/14/2023,756,142893,61579
7/13/2023,756.25,143706,58446
7/12/2023,761.25,1111,55615
7/11/2023,761.25,2257,62870
7/10/2023,755,16664,70316
7/7/2023,744,29949,77191
7/6/2023,720.5,38524,83516
7/5/2023,739,46777,89848
7/4/2023,717.75,52761,95728
7/3/2023,706.5,58641,101453
6/30/2023,709.25,67125,97632
6/29/2023,696,70074,93470
6/28/2023,704,74990,90217
6/27/2023,710.25,86276,87587
6/26/2023,707,91932,85452
6/23/2023,701.25,95900,83590
6/22/2023,712,101247,82122
6/21/2023,736.5,109931,80588
6/20/2023,711.5,113954,79117
6/19/2023,731.5,119777,77899
6/16/2023,736,124827,76562
6/15/2023,712.25,133502,75063
6/14/2023,694,134976,73393
6/13/2023,698.25,138636,72133
6/12/2023,708,1328,70669
6/9/2023,708,4706,78738
6/8/2023,704,21267,86683
6/7/2023,710.5,35541,93795
6/6/2023,700.75,54252,100385
6/5/2023,707,63999,105492
6/2/2023,695.25,73882,110342
6/1/2023,681.5,78246,114307
5/31/2023,662.75,87864,109173
5/30/2023,672.25,95680,103488
5/29/2023,689.25,99730,98175
5/26/2023,692.5,102339,93343
5/25/2023,679.25,108450,88896
5/24/2023,698,116077,84662
5/23/2023,689,116676,80748
5/22/2023,683,122355,77595
5/19/2023,689.25,123880,74663
5/18/2023,693,127961,71916
5/17/2023,694,134380,69244
5/16/2023,680,130866,66360
5/15/2023,679.5,136750,63906
5/12/2023,669,133352,61481
5/11/2023,694.75,1232,59445
5/10/2023,694.75,2593,66526
5/9/2023,675.25,15979,73662
5/8/2023,690.5,27261,79829
5/5/2023,670.75,35622,85292
5/4/2023,648.5,44942,90172
5/3/2023,636.75,57365,94803
5/2/2023,661,69394,91124
5/1/2023,691,78370,86697
4/28/2023,695,82678,82815
4/27/2023,687.5,87876,79189
4/26/2023,704.75,91125,76013
4/25/2023,716.25,94046,73458
4/24/2023,733.5,100382,71260
4/21/2023,724,102811,69182
4/20/2023,718.75,107441,67130
4/19/2023,744.5,109643,64953
4/18/2023,759,108486,62717
4/17/2023,757.25,109195,60970
4/14/2023,772,108826,59125
4/13/2023,782.25,114407,57392
4/12/2023,771,2173,55534
4/11/2023,771,2998,61187
4/10/2023,780.5,20132,67138
4/6/2023,780.25,28296,72548
4/5/2023,789,40234,77810
4/4/2023,770.5,52807,82533
4/3/2023,789.5,61073,86588
3/31/2023,762.75,69209,90076
3/30/2023,756.25,72037,85668
3/29/2023,762.75,74773,81114
3/28/2023,782.75,76103,77106
3/27/2023,768.5,82283,73764
3/24/2023,765.25,81517,70672
3/23/2023,781.25,82844,68134
3/22/2023,784.5,86535,65877
3/21/2023,770.5,86964,63622
3/20/2023,771.5,92270,61689
3/17/2023,775.5,101269,59682
3/16/2023,750.25,107226,57547
3/15/2023,733.75,111082,55343
3/14/2023,802.75,113635,53129
3/13/2023,804.25,113395,51067
3/10/2023,803.5,3084,49167
3/9/2023,803.5,3727,54857
3/8/2023,809,14662,60948
3/7/2023,823.25,25967,66748
3/6/2023,842.75,35907,72076
3/3/2023,856,43450,77005
3/2/2023,849.25,48975,74197
3/1/2023,839.25,52719,71045
2/28/2023,833.25,57967,68430
2/27/2023,826.25,62164,66144
2/24/2023,808.25,69239,64303
2/23/2023,783.5,74169,62753
2/22/2023,797.25,77869,61395
2/21/2023,800.75,82718,60487
2/20/2023,799.25,84892,60043
2/17/2023,791.25,88431,60026
2/16/2023,820,95088,60260
2/15/2023,829.75,101658,60388
2/14/2023,850.25,105896,60196
2/13/2023,841.25,109839,59937
2/10/2023,814,1325,59679
2/9/2023,814,1706,66932
2/8/2023,836,13484,74300
2/7/2023,831.75,23687,80904
2/6/2023,781.75,34538,86990
2/3/2023,819,45995,92464
2/2/2023,845.5,53802,97462
2/1/2023,881.75,64250,93922
1/31/2023,915.25,76058,89711
1/30/2023,909.5,84632,85436
1/27/2023,938,91947,81204
1/26/2023,965.25,96999,77368
1/25/2023,957.5,98789,73900
1/24/2023,985.75,102003,70934
1/23/2023,1012.25,105970,68271
1/20/2023,983.5,110119,65834
1/19/2023,943,112225,63119
1/18/2023,953.5,112542,60540
1/17/2023,927.25,114978,58077
1/16/2023,934,116647,55623
1/13/2023,932.75,120975,53178
1/12/2023,905.5,698,50583
1/11/2023,905.5,1081,56176
1/10/2023,883.5,11932,61898
1/9/2023,880.5,21158,67156
1/6/2023,880.25,34406,72076
1/5/2023,860.25,44977,76243
1/4/2023,842.75,54301,79869
1/3/2023,900,62063,83121
1/2/2023,921,69402,78989
12/30/2022,921,69402,74432
12/29/2022,918.75,73542,70511
12/28/2022,920.5,75597,67043
12/27/2022,969.75,78161,64165
12/23/2022,907.5,79980,61512
12/22/2022,895,82047,59190
12/21/2022,891.25,84591,57074
12/20/2022,867.75,86905,54964
12/19/2022,879.75,90806,52872
12/16/2022,886,94957,50756
12/15/2022,922.25,96912,48560
12/14/2022,922.75,99374,46406
12/13/2022,883.5,103078,44357
12/12/2022,820.75,80,42284
12/9/2022,820.75,1043,47579
12/8/2022,805.75,10587,53046
12/7/2022,808.75,21531,58157
12/6/2022,822.25,32418,62819
12/5/2022,893.5,38372,67045
12/2/2022,912.25,45144,70954
12/1/2022,952.75,50314,74666
11/30/2022,927.25,52933,71363
11/29/2022,892.25,55530,67911
11/28/2022,887,59068,65080
11/25/2022,916.25,62023,62630
11/24/2022,921.25,64599,60450
11/23/2022,926.25,68640,58472
11/22/2022,943.25,71971,56672
11/21/2022,916.75,79517,54997
11/18/2022,946,83038,53121
11/17/2022,956,87256,51305
11/16/2022,991.75,91468,49338
11/15/2022,990.25,95799,47473
11/14/2022,991.75,97009,45808
11/11/2022,987.75,100829,44288
11/10/2022,1028.5,760,42783
11/9/2022,1028.5,1158,48321
11/8/2022,1067.25,13067,54083
11/7/2022,1096.5,22321,59192
11/4/2022,1115,29323,63978
11/3/2022,1107.25,34926,68310
11/2/2022,1054.25,41633,72310
11/1/2022,1047.5,46853,69559
10/31/2022,1100.25,51380,66510
10/28/2022,1133.5,55791,63812
10/27/2022,1110.5,57756,61502
10/26/2022,1105.25,63484,59582
10/25/2022,1072.25,70835,57559
10/24/2022,1082.25,74198,55780
10/21/2022,1050.5,78254,54288
10/20/2022,1073.25,83839,52876
10/19/2022,1075.25,87587,51438
10/18/2022,1105,89693,49980
10/17/2022,1112.25,94118,48761
10/14/2022,1085.75,94309,47449
10/13/2022,1115.75,94922,46404
10/12/2022,1192,364,45610
10/11/2022,1192,1116,51528
10/10/2022,1281.5,10911,57693
10/7/2022,1257.75,21147,63544
10/6/2022,1185.75,28959,68924
10/5/2022,1182.25,33136,74184
10/4/2022,1103.25,44151,79827
10/3/2022,1031.25,51813,84971
9/30/2022,993.25,57070,81537
9/29/2022,1011.75,62279,77889
9/28/2022,1008.75,65715,74853
9/27/2022,967.25,71409,72329
9/26/2022,934.25,74429,70134
9/23/2022,963,78640,68416
9/22/2022,1006.25,83005,66928
9/21/2022,967.25,89146,65453
9/20/2022,976.25,93590,63811
9/19/2022,963,98671,62197
9/16/2022,953,101846,60380
9/15/2022,923.25,107853,58514
9/14/2022,991.5,117787,56504
9/13/2022,1057.5,121309,53920
9/12/2022,1085,302,51568
9/9/2022,1085,2360,57384
9/8/2022,1075,16732,63234
9/7/2022,1099.5,27861,68330
9/6/2022,1079.25,38482,73083
9/5/2022,1142,48649,77365
9/2/2022,1091.25,56331,81114
9/1/2022,1050.5,60878,84360
8/31/2022,1098.5,64509,80345
8/30/2022,1122,69388,76173
8/29/2022,1186.25,71417,72396
8/26/2022,1194,73855,68901
8/25/2022,1174,77705,65791
8/24/2022,1167.75,79016,62871
8/23/2022,1119,86034,60228
8/22/2022,1096.75,87536,57447
8/19/2022,1087.25,90118,54891
8/18/2022,1074.25,93170,52433
8/17/2022,1041.5,99163,49852
8/16/2022,1018,102713,46886
8/15/2022,1022,104876,44023
8/12/2022,1045.25,105025,41379
8/11/2022,992,649,39229
8/10/2022,992,1927,44330
8/9/2022,997.75,12738,49654
8/8/2022,953.75,18990,54780
8/5/2022,990,27198,59690
8/4/2022,1009,33916,64407
8/3/2022,1035,39367,68815
8/2/2022,1014.5,44314,73035
8/1/2022,1028.5,49201,70091
7/29/2022,1106.5,53241,66873
7/28/2022,1103.75,54461,64053
7/27/2022,1101.5,54672,61758
7/26/2022,1069.5,59771,59775
7/25/2022,1055.75,65208,57835
7/22/2022,1067.5,72780,55932
7/21/2022,1026.5,77159,53651
7/20/2022,1071.75,81799,51384
7/19/2022,1068.25,89618,49200
7/18/2022,1115.25,92648,46874
7/15/2022,1112.5,97945,44838
7/14/2022,1067.25,100037,42875
7/13/2022,1095.5,102666,41112
7/12/2022,1192.5,159,39654
7/11/2022,1192.5,924,45371
7/8/2022,1133.5,10953,51274
7/7/2022,1129.25,20030,56693
7/6/2022,1082.75,24927,61790
7/5/2022,1153.75,30678,66708
7/4/2022,1238.75,36661,71548
7/1/2022,1226.5,38560,76118
6/30/2022,1160,43148,73572
6/29/2022,1219.75,49048,70786
6/28/2022,1218.75,54732,68578
6/27/2022,1262.5,62107,66582
6/24/2022,1302,68501,64949
6/23/2022,1290.5,73581,63289
6/22/2022,1284.25,80795,61604
6/21/2022,1320.25,85926,59681
6/20/2022,1317,89456,57841
6/17/2022,1294,92240,56122
6/16/2022,1300.25,96488,54231
6/15/2022,1332.25,98696,52386
6/14/2022,1297.75,103284,50472
6/13/2022,1267.75,105202,48582
6/10/2022,1389.5,370,46913
6/9/2022,1389.5,1367,52594
6/8/2022,1339.75,15927,58538
6/7/2022,1336.5,24787,63841
6/6/2022,1353,37610,68819
6/3/2022,1318.5,43606,73419
6/2/2022,1258.5,48311,77919
6/1/2022,1270,51940,74769
5/31/2022,1244.25,58330,71451
5/30/2022,1196,63669,68282
5/27/2022,1168.75,63885,65194
5/26/2022,1159.5,68810,62769
5/25/2022,1110,69981,60624
5/24/2022,1093.25,74934,59230
5/23/2022,1071,80169,58106
5/20/2022,1068,85584,57052
5/19/2022,1045,90526,55854
5/18/2022,1047.75,95469,54500
5/17/2022,1090.5,99463,53018
5/16/2022,1094,106601,51599
5/13/2022,1107,111106,49812
5/12/2022,1138.75,1068,47945
5/11/2022,1138.75,2176,53590
5/10/2022,1126,10793,59405
5/9/2022,1083.25,17339,65095
5/6/2022,1139,27517,70744
5/5/2022,1189.5,36627,75964
5/4/2022,1193,49076,80873
5/3/2022,1196.5,58072,77674
5/2/2022,1247.75,64361,73921
4/29/2022,1227.25,67622,70432
4/28/2022,1190.75,70206,67228
4/27/2022,1169.25,73241,64277
4/26/2022,1129.25,78178,61683
4/25/2022,1065.5,79803,59168
4/22/2022,1118.75,83095,56994
4/21/2022,1112.25,85750,54900
4/20/2022,1128.5,89398,52767
4/19/2022,1103.5,96142,50697
4/18/2022,1171.75,102068,48369
4/14/2022,1119.75,105819,45793
4/13/2022,1056.25,110261,43185
4/12/2022,1040.25,1097,40617
4/11/2022,1040.25,1778,45443
4/8/2022,1015.5,12027,50536
4/7/2022,982.5,19558,55193
4/6/2022,1054.25,25940,59570
4/5/2022,1080.25,34335,63687
4/4/2022,1138.25,40446,67490
4/1/2022,1091,47190,71335
3/31/2022,1060.75,51690,75041
3/30/2022,1087.5,53753,71651
3/29/2022,1063,58352,68148
3/28/2022,1130.75,61226,65304
3/25/2022,1195.75,63426,62946
3/24/2022,1233.75,66697,61283
3/23/2022,1235.75,71735,59775
3/22/2022,1171.25,73495,58905
3/21/2022,1157.75,78164,58216
3/18/2022,1064.75,81885,57815
3/17/2022,1056.5,85222,57968
3/16/2022,919.5,87687,58370
3/15/2022,904,91379,59227
3/14/2022,964,98130,59751
3/11/2022,1012,102770,60131
3/10/2022,1522.5,849,60738
3/9/2022,1522.5,1207,68649
3/8/2022,1492.75,15691,76548
3/7/2022,1297.75,25846,84366
3/4/2022,1184.25,38484,91689
3/3/2022,1095.5,44087,98753
3/2/2022,1044,58675,95957
3/1/2022,962,63164,92325
2/28/2022,881.25,72147,89821
2/25/2022,836.5,84184,87563
2/24/2022,891.25,91252,85496
2/23/2022,831,100537,83900
2/22/2022,834.25,99236,82848
2/21/2022,823,103833,82267
2/18/2022,811.5,111881,81757
2/17/2022,809.5,119517,81110
2/16/2022,837.5,119690,80669
2/15/2022,818.25,132956,80437
2/14/2022,839.75,135698,79572
2/11/2022,827.25,144432,78472
2/10/2022,829.75,2148,77007
2/9/2022,829.75,4204,85163
2/8/2022,812.5,25607,93309
2/7/2022,852.5,38264,100478
2/4/2022,851.5,53187,107324
2/3/2022,818.75,67305,113541
2/2/2022,800.5,84764,119121
2/1/2022,802,90512,113517
1/31/2022,796.25,96184,107659
1/28/2022,802,102178,102612
1/27/2022,789.75,112899,98046
1/26/2022,787.5,116213,93404
1/25/2022,761.5,119991,89718
1/24/2022,753.25,119195,86310
1/21/2022,769.25,122451,83382
1/20/2022,773.25,124498,80405
1/19/2022,776,126394,77492
1/18/2022,765.25,133137,74727
1/17/2022,762.25,140955,71793
1/14/2022,749.25,146442,68418
1/13/2022,737.5,151007,64804
1/12/2022,726,700,60979
1/11/2022,726,2636,67369
1/10/2022,711,20490,73986
1/7/2022,712.5,33684,80037
1/6/2022,712.5,43264,85581
1/5/2022,702,60924,90812
1/4/2022,685.75,68875,94839
1/3/2022,676,75271,98616
12/31/2021,667,77805,102228
12/30/2021,677.75,80797,97123
12/29/2021,672.25,84914,91961
12/28/2021,678,89124,87933
12/27/2021,676.75,90339,84302
12/24/2021,653,92233,81570
12/23/2021,661.5,93635,79517
12/22/2021,649,96548,78597
12/21/2021,639.25,101884,77877
12/20/2021,606.25,111265,77118
12/17/2021,641.5,116834,76520
12/16/2021,653,121726,75815
12/15/2021,635.5,121341,75237
12/14/2021,642.25,125530,74907
12/13/2021,648.75,129450,74754
12/10/2021,653.25,1222,74310
12/9/2021,653.25,3376,83877
12/8/2021,651.5,24482,94076
12/7/2021,648.5,34658,103329
12/6/2021,622.25,49365,112040
12/3/2021,619,61441,120532
12/2/2021,609.75,79830,128936
12/1/2021,616,85756,123951
11/30/2021,599.75,90490,119014
11/29/2021,625,102301,115735
11/26/2021,604.25,106259,113912
11/25/2021,688.5,113047,112998
11/24/2021,694.25,116401,112104
11/23/2021,686,123236,111949
11/22/2021,674,122785,111991
11/19/2021,657.5,144734,112865
11/18/2021,687,156361,112645
